STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,"CRIMINAL
CASES",AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,"GENERAL
VOTES","POSTAL
VOTES","TOTAL
VOTES","OVER TOTAL ELECTORS 
IN CONSTITUENCY","OVER TOTAL VOTES POLLED 
IN CONSTITUENCY",TOTAL ELECTORS
Bihar,DARBHANGA,MD. MUKHTAR,0,BSP,Elephant,MALE,1,64,GENERAL,Literate,"Rs 77,61,074
 ~ 77 Lacs+","Rs 1,20,000
 ~ 1 Lacs+",11243,12,11255,0.680138094,1.165705171,1654811
West Bengal,DARJEELING,RAJU BISTA,1,BJP,Lotus,MALE,0,33,GENERAL,Graduate,"Rs 15,11,06,062
 ~ 15 Crore+","Rs 2,74,28,941
 ~ 2 Crore+",744657,5410,750067,46.549934,59.07593021,1611317
West Bengal,DARJEELING,AMAR SINGH RAI,0,AITC,Flowers and Grass,MALE,2,71,GENERAL,Post Graduate,"Rs 1,70,51,116
 ~ 1 Crore+","Rs 1,20,000
 ~ 1 Lacs+",335793,831,336624,20.89123369,26.51279943,1611317
West Bengal,DARJEELING,Sankar Malakar,0,INC,Hand,MALE,2,65,SC,Graduate,"Rs 3,65,63,205
 ~ 3 Crore+","Rs 0
 ~",64744,442,65186,4.045510598,5.134106135,1611317
West Bengal,DARJEELING,SAMAN PATHAK,0,CPI(M),"Hammer, Sickle and Star",MALE,7,46,GENERAL,Graduate,"Rs 29,94,408
 ~ 29 Lacs+","Rs 0
 ~",50446,78,50524,3.135571709,3.979314245,1611317
West Bengal,DARJEELING,RAJESH SINGH,0,IND,Pen Nib with Seven Rays,MALE,0,49,GENERAL,12th Pass,"Rs 37,75,000
 ~ 37 Lacs+","Rs 0
 ~",15972,1,15973,0.991300905,1.258047392,1611317
Rajasthan,DAUSA,Jaskaur Meena,1,BJP,Lotus,FEMALE,0,71,ST,Post Graduate,"Rs 14,37,42,564
 ~ 14 Crore+","Rs 58,25,431
 ~ 58 Lacs+",545481,3252,548733,31.71337274,51.56886995,1730289
Rajasthan,DAUSA,Savita Meena,0,INC,Hand,FEMALE,0,54,ST,12th Pass,"Rs 11,11,23,791
 ~ 11 Crore+","Rs 14,32,480
 ~ 14 Lacs+",467458,2831,470289,27.17979482,44.19685399,1730289
Rajasthan,DAUSA,Dwarka Prasad Maheshwara,0,BSP,Elephant,MALE,0,36,ST,Post Graduate,"Rs 1,000
 ~ 1 Thou+","Rs 0
 ~",13363,51,13414,0.775246216,1.260621872,1730289
Karnataka,DAVANAGERE,G M SIDDESHWAR,1,BJP,Lotus,MALE,0,67,GENERAL,10th Pass,"Rs 38,01,64,932
 ~ 38 Crore+","Rs 1,46,70,809
 ~ 1 Crore+",651353,1643,652996,39.98594054,54.63373005,1633064
Karnataka,DAVANAGERE,H B MANJAPPA,0,INC,Hand,MALE,0,51,GENERAL,10th Pass,"Rs 3,08,95,000
 ~ 3 Crore+","Rs 14,12,482
 ~ 14 Lacs+",482683,611,483294,29.59430861,40.43539919,1633064
Uttar Pradesh,DEORIA,RAMAPATI RAM TRIPATHI,1,BJP,Lotus,MALE,1,69,GENERAL,Graduate Professional,"Rs 2,94,51,678
 ~ 2 Crore+","Rs 93,10,684
 ~ 93 Lacs+",577617,3027,580644,33.10031097,57.17273404,1754195
Uttar Pradesh,DEORIA,BINOD KUMAR JAISWAL,0,BSP,Elephant,MALE,Not Available,56,GENERAL,Not Available,Not Available,Not Available,327728,2985,330713,18.85269312,32.56344058,1754195
Uttar Pradesh,DEORIA,NIYAZ AHMED,0,INC,Hand,MALE,Not Available,57,GENERAL,Not Available,Not Available,Not Available,50749,307,51056,2.910508809,5.027195853,1754195
Uttar Pradesh,DEORIA,NOTA,0,NOTA,,,,,,,,,13358,63,13421,0.765080279,1.321490041,1754195
Madhya Pradesh,DEWAS,MAHENDRA SINGH SOLANKY,1,BJP,Lotus,MALE,0,35,SC,Graduate Professional,"Rs 38,12,464
 ~ 38 Lacs+","Rs 18,32,631
 ~ 18 Lacs+",860708,1721,862429,48.98764728,61.61545078,1760503
Madhya Pradesh,DEWAS,PRAHLAD SINGH TIPANYA,0,INC,Hand,MALE,0,65,SC,Post Graduate,"Rs 1,28,98,376
 ~ 1 Crore+","Rs 8,10,000
 ~ 8 Lacs+",489757,423,490180,27.84317891,35.02046159,1760503
Madhya Pradesh,DEWAS,"BADRILAL ""AKELA""",0,BSP,Elephant,MALE,0,43,SC,Post Graduate,"Rs 71,65,222
 ~ 71 Lacs+","Rs 4,02,000
 ~ 4 Lacs+",18307,31,18338,1.041634124,1.310141631,1760503
Jharkhand,DHANBAD,PASHUPATI NATH SINGH,1,BJP,Lotus,MALE,0,69,GENERAL,Graduate,"Rs 2,72,86,918
 ~ 2 Crore+","Rs 0
 ~",824704,2530,827234,39.91220833,66.00631151,2072634
Jharkhand,DHANBAD,KIRTI AZAD,0,INC,Hand,MALE,4,58,GENERAL,Graduate,"Rs 8,40,26,755
 ~ 8 Crore+","Rs 51,47,300
 ~ 51 Lacs+",340141,899,341040,16.45442466,27.21212194,2072634
Madhya Pradesh,DHAR,CHATTARSINGH DARBAR,1,BJP,Lotus,MALE,1,65,ST,Post Graduate,"Rs 2,31,98,238
 ~ 2 Crore+","Rs 24,71,613
 ~ 24 Lacs+",721025,1122,722147,40.43034435,53.72422023,1786151
Madhya Pradesh,DHAR,GIRWAL DINESH,0,INC,Hand,MALE,0,38,ST,Graduate,"Rs 5,34,25,064
 ~ 5 Crore+","Rs 44,84,036
 ~ 44 Lacs+",565687,431,566118,31.69485671,42.11642243,1786151
Madhya Pradesh,DHAR,NOTA,0,NOTA,,,,,,,,,17923,6,17929,1.003778516,1.333830293,1786151
Madhya Pradesh,DHAR,GULSINGH RAMSINGH KAWACHE,0,BSP,Elephant,MALE,0,61,ST,Post Graduate,"Rs 1,19,19,939
 ~ 1 Crore+","Rs 14,00,000
 ~ 14 Lacs+",13805,22,13827,0.774122681,1.028661468,1786151
Tamil Nadu,DHARMAPURI,DNV SENTHILKUMAR. S.,1,DMK,Rising Sun,MALE,1,41,GENERAL,Post Graduate,"Rs 4,84,77,451
 ~ 4 Crore+","Rs 60,53,502
 ~ 60 Lacs+",568310,6678,574988,38.69877857,46.95830424,1485804
Tamil Nadu,DHARMAPURI,ANBUMANI RAMADOSS,0,PMK,Mango,MALE,12,50,GENERAL,Graduate Professional,"Rs 33,85,35,112
 ~ 33 Crore+","Rs 7,26,81,681
 ~ 7 Crore+",501013,3222,504235,33.93684497,41.18002556,1485804
Tamil Nadu,DHARMAPURI,PALANIAPPAN. P.,0,IND,Gift Pack,MALE,4,57,GENERAL,Post Graduate,"Rs 4,80,79,072
 ~ 4 Crore+","Rs 53,06,342
 ~ 53 Lacs+",53155,500,53655,3.611176171,4.381913734,1485804
Tamil Nadu,DHARMAPURI,RUKMANIDEVI. R.,0,NTK,Ganna Kisan,FEMALE,0,30,GENERAL,Post Graduate,"Rs 13,78,000
 ~ 13 Lacs+","Rs 0
 ~",19483,191,19674,1.324131581,1.606742537,1485804
Tamil Nadu,DHARMAPURI,RAJASEKAR. D.,0,MNM,Battery Torch,MALE,1,43,GENERAL,Post Graduate,"Rs 1,64,26,500
 ~ 1 Crore+","Rs 53,94,587
 ~ 53 Lacs+",15481,133,15614,1.050878851,1.275169156,1485804
Tamil Nadu,DHARMAPURI,NOTA,0,NOTA,,,,,,,,,13304,75,13379,0.900455242,1.092640459,1485804
Karnataka,DHARWAD,Pralhad Joshi,1,BJP,Lotus,MALE,1,56,GENERAL,Graduate,"Rs 11,13,84,447
 ~ 11 Crore+","Rs 5,17,36,254
 ~ 5 Crore+",682557,2280,684837,39.64757939,56.4052027,1727311
Karnataka,DHARWAD,Vinay Kulkarni,0,INC,Hand,MALE,0,52,GENERAL,12th Pass,"Rs 19,78,60,927
 ~ 19 Crore+","Rs 0
 ~",479119,646,479765,27.77525298,39.51486569,1727311
Uttar Pradesh,DHAURAHRA,REKHA VERMA,1,BJP,Lotus,FEMALE,3,45,GENERAL,12th Pass,"Rs 2,47,35,488
 ~ 2 Crore+","Rs 70,95,916
 ~ 70 Lacs+",512582,323,512905,31.18581555,48.20748661,1644674
Uttar Pradesh,DHAURAHRA,ARSHAD ILIYAS SIDDIQUI,0,BSP,Elephant,MALE,7,63,GENERAL,10th Pass,"Rs 52,49,86,176
 ~ 52 Crore+","Rs 17,66,77,024
 ~ 17 Crore+",352093,201,352294,21.42029363,33.11180099,1644674
Uttar Pradesh,DHAURAHRA,KUNWAR JITIN PRASADA,0,INC,Hand,MALE,0,42,GENERAL,Post Graduate,"Rs 12,18,01,005
 ~ 12 Crore+","Rs 0
 ~",162727,129,162856,9.902023137,15.30669118,1644674
Uttar Pradesh,DHAURAHRA,NOTA,0,NOTA,,,,,,,,,10792,6,10798,0.656543485,1.014894455,1644674
Odisha,DHENKANAL,MAHESH SAHOO,1,BJD,Conch,MALE,1,58,SC,12th Pass,"Rs 1,45,29,286
 ~ 1 Crore+","Rs 0
 ~",521954,930,522884,34.75691022,46.14172269,1504403
Odisha,DHENKANAL,RUDRA NARAYAN PANY,0,BJP,Lotus,MALE,7,59,GENERAL,Graduate,"Rs 36,28,704
 ~ 36 Lacs+","Rs 0
 ~",483978,3494,487472,32.40301967,43.01680267,1504403
Odisha,DHENKANAL,RAJA KAMAKHYA PRASAD SINGH DEO,0,INC,Hand,MALE,0,77,GENERAL,12th Pass,"Rs 15,41,00,240
 ~ 15 Crore+","Rs 0
 ~",79987,362,80349,5.340922612,7.090370478,1504403
Assam,DHUBRI,BADRUDDIN AJMAL,1,AIUDF,Lock and Key,MALE,7,63,GENERAL,Post Graduate,"Rs 78,80,64,044
 ~ 78 Crore+","Rs 1,01,59,381
 ~ 1 Crore+",718131,633,718764,38.67304147,42.65514896,1858566
Assam,DHUBRI,ABU TAHER BEPARI,0,INC,Hand,MALE,1,52,GENERAL,Post Graduate,"Rs 3,73,95,652
 ~ 3 Crore+","Rs 22,10,543
 ~ 22 Lacs+",492086,420,492506,26.49924727,29.22783667,1858566
Assam,DHUBRI,ZABED ISLAM,0,AGP,Elephant,MALE,0,50,GENERAL,Graduate,"Rs 1,21,33,685
 ~ 1 Crore+","Rs 13,91,293
 ~ 13 Lacs+",398770,963,399733,21.50760317,23.72221016,1858566
Maharashtra,DHULE,Bhamre Subhash Ramrao,1,BJP,Lotus,MALE,2,66,GENERAL,Post Graduate,"Rs 15,86,51,112
 ~ 15 Crore+","Rs 10,00,000
 ~ 10 Lacs+",610268,3265,613533,32.15290228,56.36095898,1908173
Maharashtra,DHULE,Kunalbaba Rohidas Patil,0,INC,Hand,MALE,1,45,GENERAL,Graduate,"Rs 42,09,66,036
 ~ 42 Crore+","Rs 58,57,84,500
 ~ 58 Crore+",382636,1654,384290,20.13915929,35.30201786,1908173
Maharashtra,DHULE,Nabi Ahmad Ahmad Dulla,0,VBA,Cup & Saucer,MALE,1,46,GENERAL,5th Pass,"Rs 11,76,52,383
 ~ 11 Crore+","Rs 0
 ~",39336,113,39449,2.067370202,3.623902008,1908173
West Bengal,DIAMOND HARBOUR,ABHISHEK BANERJEE,1,AITC,Flowers and Grass,MALE,0,31,GENERAL,Graduate,"Rs 1,37,94,320
 ~ 1 Crore+","Rs 0
 ~",790725,402,791127,46.01742681,56.13325926,1719190
West Bengal,DIAMOND HARBOUR,NILANJAN ROY,0,BJP,Lotus,MALE,4,43,GENERAL,Post Graduate,"Rs 45,59,455
 ~ 45 Lacs+","Rs 9,35,601
 ~ 9 Lacs+",470047,486,470533,27.36945887,33.38598086,1719190
West Bengal,DIAMOND HARBOUR,Dr. FUAD HALIM,0,CPI(M),"Hammer, Sickle and Star",MALE,0,48,GENERAL,Graduate Professional,"Rs 3,60,20,256
 ~ 3 Crore+","Rs 0
 ~",93833,108,93941,5.464259331,6.665446266,1719190
West Bengal,DIAMOND HARBOUR,SOUMYA AICH ROY,0,INC,Hand,MALE,0,49,GENERAL,Post Graduate,"Rs 1,25,34,000
 ~ 1 Crore+","Rs 5,00,000
 ~ 5 Lacs+",19819,9,19828,1.153333837,1.406866741,1719190
West Bengal,DIAMOND HARBOUR,NOTA,0,NOTA,,,,,,,,,16242,5,16247,0.94503807,1.152782124,1719190
Assam,DIBRUGARH,RAMESWAR TELI,1,BJP,Lotus,MALE,0,48,GENERAL,10th Pass,"Rs 43,70,067
 ~ 43 Lacs+","Rs 0
 ~",657983,1600,659583,50.18439207,64.9200978,1314319
Assam,DIBRUGARH,PABAN SINGH GHATOWAR,0,INC,Hand,MALE,0,67,GENERAL,Graduate,"Rs 5,74,88,181
 ~ 5 Crore+","Rs 0
 ~",294663,354,295017,22.44637717,29.03733494,1314319
Assam,DIBRUGARH,NOTA,0,NOTA,,,,,,,,,21240,48,21288,1.61969811,2.095292089,1314319
Tamil Nadu,DINDIGUL,"VELUSAMY, P.",1,DMK,Rising Sun,MALE,0,52,GENERAL,Illiterate,"Rs 14,80,76,407
 ~ 14 Crore+","Rs 3,14,74,526
 ~ 3 Crore+",743813,2710,746523,48.41638233,64.30382167,1541881
Tamil Nadu,DINDIGUL,"JOTHIMUTHU, K.",0,PMK,Mango,MALE,Not Available,48,GENERAL,Not Available,Not Available,Not Available,206782,769,207551,13.46089614,17.87797897,1541881
Tamil Nadu,DINDIGUL,"JOTHI MURUGAN,P.",0,IND,Gift Pack,MALE,1,42,GENERAL,Post Graduate,"Rs 3,87,70,497
 ~ 3 Crore+","Rs 80,00,000
 ~ 80 Lacs+",62719,156,62875,4.077811452,5.415911885,1541881
Tamil Nadu,DINDIGUL,"MANSOORALI KHAN, A.",0,NTK,Ganna Kisan,MALE,Not Available,56,GENERAL,Not Available,Not Available,Not Available,54574,383,54957,3.564282847,4.733873073,1541881
Tamil Nadu,DINDIGUL,"SUTHAKARAN, S. Dr.",0,MNM,Battery Torch,MALE,0,52,GENERAL,Graduate Professional,"Rs 5,89,04,398
 ~ 5 Crore+","Rs 2,53,02,234
 ~ 2 Crore+",38586,198,38784,2.515369215,3.340767022,1541881
Tamil Nadu,DINDIGUL,NOTA,0,NOTA,,,,,,,,,14051,126,14177,0.919461359,1.221175074,1541881
Maharashtra,DINDORI,Dr. Bharati Pravin Pawar,1,BJP,Lotus,FEMALE,0,40,ST,Graduate Professional,"Rs 12,28,85,349
 ~ 12 Crore+","Rs 14,49,572
 ~ 14 Lacs+",565452,2018,567470,32.74616027,49.83481192,1732936
Maharashtra,DINDORI,Dhanraj Haribhau Mahale,0,NCP,Clock,MALE,1,44,ST,12th Pass,"Rs 1,19,89,452
 ~ 1 Crore+","Rs 1,25,18,538
 ~ 1 Crore+",368111,580,368691,21.27551162,32.37818147,1732936
Maharashtra,DINDORI,Gavit Jeeva Pandu,0,CPI(M),"Hammer, Sickle and Star",MALE,7,70,ST,Graduate,"Rs 2,22,28,892
 ~ 2 Crore+","Rs 6,83,365
 ~ 6 Lacs+",109485,85,109570,6.322795533,9.622359494,1732936
Maharashtra,DINDORI,Bapu Kelu Barde,0,VBA,Cup & Saucer,MALE,0,53,ST,10th Pass,"Rs 33,60,369
 ~ 33 Lacs+","Rs 2,20,000
 ~ 2 Lacs+",58749,98,58847,3.395797652,5.167901699,1732936
Uttar Pradesh,DOMARIYAGANJ,JAGDAMBIKA PAL,1,BJP,Lotus,MALE,3,68,GENERAL,Post Graduate,"Rs 10,33,66,710
 ~ 10 Crore+","Rs 28,38,478
 ~ 28 Lacs+",492145,108,492253,26.10822023,49.9581866,1885433
Uttar Pradesh,DOMARIYAGANJ,AFTAB ALAM,0,BSP,Elephant,MALE,3,37,GENERAL,Graduate,"Rs 6,32,42,772
 ~ 6 Crore+","Rs 1,93,91,778
 ~ 1 Crore+",386901,31,386932,20.52218244,39.26928034,1885433
Uttar Pradesh,DOMARIYAGANJ,CHANDRASH ALIAS CHANDRESH KUMAR UPADHYAY,0,INC,Hand,MALE,0,37,GENERAL,Post Graduate,"Rs 6,40,76,173
 ~ 6 Crore+","Rs 2,44,38,446
 ~ 2 Crore+",60538,11,60549,3.211410854,6.145047852,1885433
Uttar Pradesh,DOMARIYAGANJ,NOTA,0,NOTA,,,,,,,,,11754,3,11757,0.623570289,1.193204307,1885433
West Bengal,DUM DUM,SOUGATA RAY,1,AITC,Flowers and Grass,MALE,1,71,GENERAL,Post Graduate,"Rs 4,25,18,790
 ~ 4 Crore+","Rs 0
 ~",511707,355,512062,32.69463081,42.50553045,1566196
West Bengal,DUM DUM,SAMIK BHATTACHARYA,0,BJP,Lotus,MALE,2,53,SC,Graduate,"Rs 7,06,493
 ~ 7 Lacs+","Rs 0
 ~",458270,790,459060,29.31050775,38.10591062,1566196
West Bengal,DUM DUM,NEPALDEB BHATTACHARYA,0,CPI(M),"Hammer, Sickle and Star",MALE,2,67,GENERAL,Graduate,"Rs 77,43,732
 ~ 77 Lacs+","Rs 0
 ~",167249,341,167590,10.70044873,13.91140496,1566196
West Bengal,DUM DUM,SAURAV SAHA,0,INC,Hand,MALE,1,37,GENERAL,Graduate Professional,"Rs 1,23,67,000
 ~ 1 Crore+","Rs 52,96,000
 ~ 52 Lacs+",29066,31,29097,1.857813454,2.415300138,1566196
West Bengal,DUM DUM,NOTA,0,NOTA,,,,,,,,,14466,25,14491,0.925235411,1.202877077,1566196
Jharkhand,DUMKA,SUNIL SOREN,1,BJP,Lotus,MALE,0,39,ST,12th Pass,"Rs 47,37,559
 ~ 47 Lacs+","Rs 6,85,516
 ~ 6 Lacs+",483748,1175,484923,34.7054542,47.26432556,1397253
Jharkhand,DUMKA,SHIBU SOREN,0,JMM,Bow & Arrow,MALE,0,72,ST,10th Pass,"Rs 7,25,93,962
 ~ 7 Crore+","Rs 1,49,99,229
 ~ 1 Crore+",436158,1175,437333,31.29948549,42.6258381,1397253
Jharkhand,DUMKA,DR. SHRILAL KISKU,0,IND,Stethoscope,MALE,0,60,ST,Graduate Professional,"Rs 30,10,115
 ~ 30 Lacs+","Rs 0
 ~",16562,0,16562,1.185325779,1.614259913,1397253
Jharkhand,DUMKA,SENAPATI MURMU,0,CPI(M),Ears of Corn And Sickle,MALE,0,45,ST,10th Pass,"Rs 24,68,599
 ~ 24 Lacs+","Rs 3,41,860
 ~ 3 Lacs+",16150,7,16157,1.156340333,1.574785498,1397253
Jharkhand,DUMKA,NOTA,0,NOTA,,,,,,,,,14365,31,14396,1.030307324,1.403144893,1397253
Jharkhand,DUMKA,ARJUN PUJHAR,0,AITC,Flowers and Grass,MALE,0,44,ST,10th Pass,"Rs 15,66,773
 ~ 15 Lacs+","Rs 8,000
 ~ 8 Thou+",13084,20,13104,0.937840176,1.277216635,1397253
Jharkhand,DUMKA,SAMUEL TUDU,0,IND,Television,MALE,0,45,ST,8th Pass,"Rs 47,000
 ~ 47 Thou+","Rs 0
 ~",12609,0,12609,0.902413521,1.228970127,1397253
Chhattisgarh,DURG,VIJAY BAGHEL,1,BJP,Lotus,MALE,0,59,GENERAL,Graduate,"Rs 3,44,29,027
 ~ 3 Crore+","Rs 87,48,686
 ~ 87 Lacs+",847445,1929,849374,43.77609496,60.98674607,1940269
Chhattisgarh,DURG,PRATIMA CHANDRAKAR,0,INC,Hand,FEMALE,0,61,GENERAL,12th Pass,"Rs 5,46,56,426
 ~ 5 Crore+","Rs 8,78,370
 ~ 8 Lacs+",456793,603,457396,23.57384466,32.84194443,1940269
Chhattisgarh,DURG,GEETANJALI SINGH,0,BSP,Elephant,FEMALE,0,25,GENERAL,Post Graduate,"Rs 54,48,306
 ~ 54 Lacs+","Rs 29,00,000
 ~ 29 Lacs+",20071,53,20124,1.037175773,1.444943309,1940269
NCT OF Delhi,EAST DELHI,GAUTAM GAMBHIR,1,BJP,Lotus,MALE,1,37,GENERAL,12th Pass,"Rs 1,47,15,87,789
 ~ 147 Crore+","Rs 34,20,35,860
 ~ 34 Crore+",695109,1047,696156,34.13697432,55.32973824,2039302
NCT OF Delhi,EAST DELHI,ARVINDER SINGH LOVELY,0,INC,Hand,MALE,0,50,GENERAL,Graduate,"Rs 5,04,52,066
 ~ 5 Crore+","Rs 0
 ~",304718,216,304934,14.95286132,24.2358299,2039302
NCT OF Delhi,EAST DELHI,ATISHI,0,AAP,Broom,FEMALE,1,37,GENERAL,Post Graduate,"Rs 1,20,12,824
 ~ 1 Crore+","Rs 0
 ~",219156,172,219328,10.75505246,17.4319561,2039302
NCT OF Delhi,EAST DELHI,SANJAY KUMAR,0,BSP,Elephant,MALE,0,48,SC,12th Pass,"Rs 46,93,400
 ~ 46 Lacs+","Rs 8,45,000
 ~ 8 Lacs+",19033,57,19090,0.936104608,1.51725289,2039302
Andhra Pradesh,ELURU,KOTAGIRI SRIDHAR,1,YSRCP,Ceiling Fan,MALE,0,46,GENERAL,Graduate,"Rs 46,28,08,829
 ~ 46 Crore+","Rs 3,35,60,974
 ~ 3 Crore+",672834,3975,676809,42.43449638,50.80347693,1594950
Andhra Pradesh,ELURU,MAGANTTI VENKATESWARA RAO BABU,0,TDP,Bicycle,MALE,1,59,GENERAL,10th Pass,"Rs 19,97,62,023
 ~ 19 Crore+","Rs 3,33,03,902
 ~ 3 Crore+",509549,1335,510884,32.03134895,38.3486087,1594950
Andhra Pradesh,ELURU,PENTAPATI PULLARAO,0,JnP,Glass Tumbler,MALE,Not Available,71,GENERAL,Not Available,Not Available,Not Available,76481,346,76827,4.816890812,5.766883599,1594950
Andhra Pradesh,ELURU,NOTA,0,NOTA,,,,,,,,,23861,19,23880,1.497225618,1.79251019,1594950
Andhra Pradesh,ELURU,JETTI GURUNADHA RAO,0,INC,Hand,MALE,0,55,GENERAL,Graduate,"Rs 6,96,00,598
 ~ 6 Crore+","Rs 24,02,881
 ~ 24 Lacs+",20284,94,20378,1.277657607,1.529638721,1594950
Kerala,ERNAKULAM,HIBI EDEN,1,INC,Hand,MALE,7,35,GENERAL,Graduate,"Rs 79,08,467
 ~ 79 Lacs+","Rs 2,00,000
 ~ 2 Lacs+",490854,409,491263,39.42809309,50.78231117,1245972
Kerala,ERNAKULAM,P RAJEEV,0,CPI(M),"Hammer, Sickle and Star",MALE,6,51,GENERAL,Graduate Professional,"Rs 4,81,74,090
 ~ 4 Crore+","Rs 16,29,133
 ~ 16 Lacs+",321344,766,322110,25.85210583,33.29680894,1245972
Kerala,ERNAKULAM,ALPHONS KANNANTHANAM,0,BJP,Lotus,MALE,1,65,GENERAL,Graduate,"Rs 11,58,36,275
 ~ 11 Crore+","Rs 0
 ~",137531,218,137749,11.05554539,14.23924167,1245972
Tamil Nadu,ERODE,GANESHAMURTHI A,1,DMK,Rising Sun,MALE,0,72,GENERAL,Graduate,"Rs 4,31,10,000
 ~ 4 Crore+","Rs 20,60,000
 ~ 20 Lacs+",558929,4662,563591,38.54283069,52.72118039,1462246
Tamil Nadu,ERODE,MANIMARAN G,0,AIADMK,Two Leaves,MALE,0,52,GENERAL,12th Pass,"Rs 7,75,73,699
 ~ 7 Crore+","Rs 2,93,71,716
 ~ 2 Crore+",352330,643,352973,24.13909835,33.01889705,1462246
Tamil Nadu,ERODE,SARAVANAKUMAR A,0,MNM,Battery Torch,MALE,0,43,GENERAL,Others,"Rs 1,19,19,500
 ~ 1 Crore+","Rs 32,57,200
 ~ 32 Lacs+",47574,145,47719,3.263404379,4.46387896,1462246
Tamil Nadu,ERODE,SEETHALAKSHMI M K,0,NTK,Ganna Kisan,FEMALE,2,43,GENERAL,Post Graduate,"Rs 1,08,95,377
 ~ 1 Crore+","Rs 0
 ~",38849,161,39010,2.66781376,3.649194623,1462246
Tamil Nadu,ERODE,SENTHILKUMAR K C,0,IND,Gift Pack,MALE,0,41,GENERAL,Graduate,"Rs 2,75,00,000
 ~ 2 Crore+","Rs 79,00,000
 ~ 79 Lacs+",25818,40,25858,1.768375499,2.418889376,1462246
Tamil Nadu,ERODE,NOTA,0,NOTA,,,,,,,,,14696,99,14795,1.011799656,1.383999858,1462246
Uttar Pradesh,ETAH,Rajveer Singh (Raju Bhaiya),1,BJP,Lotus,MALE,0,58,GENERAL,Graduate Professional,"Rs 38,36,29,735
 ~ 38 Crore+","Rs 10,02,20,000
 ~ 10 Crore+",544267,1081,545348,33.6365683,54.51561051,1621295
Uttar Pradesh,ETAH,Ku. Devendra Singh Yadav,0,SP,Bicycle,MALE,0,70,GENERAL,Doctorate,"Rs 2,04,64,15,655
 ~ 204 Crore+","Rs 5,31,56,203
 ~ 5 Crore+",422054,624,422678,26.07039435,42.25292697,1621295
Uttar Pradesh,ETAWAH,Dr RAM SHANKAR KATHERIA,0,BJP,Lotus,MALE,12,54,SC,Doctorate,"Rs 1,51,54,538
 ~ 1 Crore+","Rs 73,04,616
 ~ 73 Lacs+",519674,2445,522119,29.69987213,50.74974898,1757984
Uttar Pradesh,ETAWAH,KAMLESH KUMAR,0,SP,Bicycle,MALE,0,35,SC,Graduate,"Rs 1,12,07,526
 ~ 1 Crore+","Rs 21,90,246
 ~ 21 Lacs+",455957,1725,457682,26.0344804,44.48649946,1757984
Uttar Pradesh,ETAWAH,ASHOK KUMAR DOHARE,0,INC,Hand,MALE,0,45,SC,Graduate,"Rs 2,43,98,780
 ~ 2 Crore+","Rs 19,00,000
 ~ 19 Lacs+",16460,110,16570,0.942556929,1.610597087,1757984
Uttar Pradesh,FAIZABAD,LALLU SINGH,1,BJP,Lotus,MALE,1,64,GENERAL,Post Graduate,"Rs 3,18,84,642
 ~ 3 Crore+","Rs 1,12,76,478
 ~ 1 Crore+",528113,908,529021,29.03860774,48.64918799,1821785
Uttar Pradesh,FAIZABAD,ANAND SEN,0,SP,Bicycle,MALE,8,55,GENERAL,12th Pass,"Rs 4,39,20,899
 ~ 4 Crore+","Rs 15,60,431
 ~ 15 Lacs+",463187,357,463544,25.44449537,42.62787148,1821785
Uttar Pradesh,FAIZABAD,NIRMAL KHATRI,0,INC,Hand,MALE,3,68,GENERAL,Doctorate,"Rs 1,44,59,169
 ~ 1 Crore+","Rs 4,09,256
 ~ 4 Lacs+",53322,64,53386,2.930422635,4.909418624,1821785
Haryana,FARIDABAD,KRISHAN PAL,1,BJP,Lotus,MALE,0,62,GENERAL,Graduate Professional,"Rs 36,96,52,786
 ~ 36 Crore+","Rs 10,55,93,242
 ~ 10 Crore+",910787,2435,913222,44.07833514,68.76014116,2071816
Haryana,FARIDABAD,AVTAR SINGH BHADANA,0,INC,Hand,MALE,1,62,GENERAL,8th Pass,"Rs 12,08,03,457
 ~ 12 Crore+","Rs 0
 ~",274755,228,274983,13.27255895,20.70457117,2071816
Haryana,FARIDABAD,MANDHIR MAAN,0,BSP,Elephant,MALE,0,43,GENERAL,10th Pass,"Rs 6,93,70,850
 ~ 6 Crore+","Rs 26,00,000
 ~ 26 Lacs+",86694,58,86752,4.187244427,6.531905458,2071816
Punjab,FARIDKOT,Mohammad Sadique,1,INC,Hand,MALE,0,78,SC,5th Pass,"Rs 1,97,93,884
 ~ 1 Crore+","Rs 3,11,043
 ~ 3 Lacs+",417936,1129,419065,27.17722966,42.97036018,1541971
Punjab,FARIDKOT,Gulzar Singh Ranike,0,SAD,Scales,MALE,1,61,SC,Literate,"Rs 8,29,57,653
 ~ 8 Crore+","Rs 0
 ~",334674,1135,335809,21.77790633,34.43340217,1541971
Punjab,FARIDKOT,Prof. Sadhu Singh,0,AAP,Broom,MALE,0,78,SC,Post Graduate,"Rs 1,51,38,283
 ~ 1 Crore+","Rs 35,00,000
 ~ 35 Lacs+",114610,709,115319,7.47867502,11.8246548,1541971
Punjab,FARIDKOT,Master Baldev Singh,0,PUNEKP,Key,MALE,0,61,SC,12th Pass,"Rs 75,13,896
 ~ 75 Lacs+","Rs 15,10,708
 ~ 15 Lacs+",43794,138,43932,2.849080819,4.504728057,1541971
